,name,type,desc,race,archetype,image_url,views
6163,Light of Redemption,Spell Card,"Pay 800 Life Points, then target 1 of your banished LIGHT monsters; add that target to your hand.",Normal,,https://images.ygoprodeck.com/images/cards/2362787.jpg,36970
6164,Light of the Branded,Spell Card,"Target 1 Fusion Monster on the field or in either GY; return it to the Extra Deck, then you can Special Summon 1 ""Fallen of Albaz"" from your GY and 1 monster from your opponent's GY to their owners' fields. You can only activate 1 ""Light of the Branded"" per turn.",Quick-Play,Branded,https://images.ygoprodeck.com/images/cards/72554664.jpg,723
6166,Lighten the Load,Spell Card,"Once per turn, you can add 1 Level 7 or higher monster from your hand to your Deck and shuffle it, then draw 1 card.",Continuous,,https://images.ygoprodeck.com/images/cards/37231841.jpg,32538
6168,Lightning Blade,Spell Card,Equip only to a Warrior-Type monster. It gains 800 ATK. All WATER monsters lose 500 ATK.,Equip,,https://images.ygoprodeck.com/images/cards/55226821.jpg,95068
6173,Lightning Storm,Spell Card,"If you control no face-up cards: Activate 1 of these effects;
● Destroy all Attack Position monsters your opponent controls.
● Destroy all Spells and Traps your opponent controls.
You can only activate 1 ""Lightning Storm"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/14532163.jpg,1744257
6175,Lightning Vortex,Spell Card,Discard 1 card; destroy all face-up monsters your opponent controls.,Normal,,https://images.ygoprodeck.com/images/cards/69162969.jpg,199395
6188,Lightsworn Sabre,Spell Card,"Equip only to a ""Lightsworn"" monster. It gains 700 ATK. When this card is sent from your Deck to the Graveyard: You can target 1 ""Lightsworn"" monster you control; equip this card to that target.",Equip,Lightsworn,https://images.ygoprodeck.com/images/cards/30502181.jpg,24089
6189,Lightsworn Sanctuary,Spell Card,"Once per turn: You can send 1 ""Lightsworn"" monster from your hand to the Graveyard, then target 1 other ""Lightsworn"" monster in your Graveyard; add it to your hand. Each time a card(s) is sent from your Deck to the Graveyard, place 1 Shine Counter on this card. If a ""Lightsworn"" card(s) you control would be destroyed by a card effect, you can remove 2 Shine Counters from your side of the field for each of those ""Lightsworn"" card(s) instead.",Continuous,Lightsworn,https://images.ygoprodeck.com/images/cards/52665542.jpg,35536
6190,Lightwave Tuning,Spell Card,Select 1 Level 4 LIGHT monster you control. It is treated as a Tuner monster while it is face-up on the field.,Normal,,https://images.ygoprodeck.com/images/cards/78845026.jpg,23435
6191,Lil-la-Rap,Spell Card,"Once per turn, if you Special Summon a monster(s) from the GY (except during the Damage Step): You can make your opponent lose 1000 LP, and if they do, you gain 500 LP. You can only activate the effect of ""Lil-la-Rap"" once per Chain.",Continuous,Lil-la,https://images.ygoprodeck.com/images/cards/72233469.jpg,506
6196,Limit Overdrive,Spell Card,"Return 1 Tuner Synchro Monster and 1 non-Tuner Synchro Monster you control to the Extra Deck; Special Summon 1 Synchro Monster from your Extra Deck that has a Level equal to the combined Levels the 2 monsters had on the field, ignoring its Summoning conditions. You can only activate 1 ""Limit Overdrive"" per turn.",Quick-Play,,https://images.ygoprodeck.com/images/cards/35014241.jpg,50133
6199,Limiter Removal,Spell Card,"Double the ATK of all Machine monsters you currently control, until the end of this turn. During the End Phase of this turn, destroy those monsters.",Quick-Play,,https://images.ygoprodeck.com/images/cards/23171610.jpg,535306
6203,Linear Accelerator Cannon,Spell Card,"Tribute 1 monster and inflict damage to your opponent equal to half that monster's original ATK. If you activate this card, you cannot activate any other Spell Cards this turn.",Normal,,https://images.ygoprodeck.com/images/cards/64238008.jpg,13501
6207,Link Back,Spell Card,"Target 1 Link Monster you control in the Extra Monster Zone; move that monster you control to your Main Monster Zone it points to, then, you can send cards from the top of your Deck to the GY equal to its Link Rating. You can only activate 1 ""Link Back"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/3567660.jpg,6025
6208,Link Bound,Spell Card,"Target 1 Link Monster you control or in your GY; return it to the Extra Deck, and if you do, draw cards equal to its Link Rating, then place cards from your hand on the bottom of the Deck, in any order, equal to the number of cards you drew. You can only activate 1 ""Link Bound"" per turn.",Quick-Play,,https://images.ygoprodeck.com/images/cards/51335426.jpg,28529
6210,Link Burst,Spell Card,"Target 1 Link Monster you control and 1 monster your opponent controls; destroy them, then draw 1 card. You can only activate 1 ""Link Burst"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/73287067.jpg,8245
6213,Link Hole,Spell Card,"If you control a Link-4 or higher monster: Destroy monsters your opponent controls, up to the number of Link-3 or higher monsters you control. You can only activate 1 ""Link Hole"" per turn.",Normal,Hole,https://images.ygoprodeck.com/images/cards/73275815.jpg,15368
6215,Link Party,Spell Card,"Apply this effect depending on the number of different original Attributes of the Link Monsters on the field.
● 1: All Link Monsters you control gain 500 ATK.
● 2: All Link Monsters your opponent controls lose 1000 ATK.
● 3: Gain 1500 LP.
● 4: Inflict 2000 damage to your opponent.
● 5: Special Summon 1 monster with 2500 or more ATK from your Deck.
● 6: Destroy all monsters your opponent controls with 3000 or less ATK.
You can only activate 1 ""Link Party"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/68957925.jpg,15771
6220,Link into the VRAINS!,Spell Card,"Special Summon 1 monster from your hand, but negate its effects, then, immediately after this effect resolves, Link Summon 1 Link Monster using monsters you control as material, including that monster. This Link Summon cannot be negated, also your opponent cannot activate cards or effects when a monster is Link Summoned this way. If a Link Monster(s) you control is destroyed by battle or card effect while this card is in your GY: You can banish this card; add 1 monster from your GY to your hand with the same original Type as 1 of those destroyed monsters. You can only activate 1 ""Link into the VRAINS!"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/28827503.jpg,13818
6231,Litmus Doom Ritual,Spell Card,"This card is used to Ritual Summon ""Litmus Doom Swordsman"". You must also Tribute monsters from your hand or field, whose total Levels equal 8 or more. If this card is in the GY: You can target 1 ""Litmus Doom Swordsman"" in your GY; shuffle both it and this card from the GY into the Deck, then draw 1 card. You can only use this effect of ""Litmus Doom Ritual"" once per turn.",Ritual,,https://images.ygoprodeck.com/images/cards/8955148.jpg,8042
6238,Live☆Twin Channel,Spell Card,"When a monster declares an attack: You can Tribute 1 ""Ki-sikil"" monster or 1 ""Lil-la"" monster; negate that attack. During the End Phase: You can target 1 ""Ki-sikil"" monster or 1 ""Lil-la"" monster in your GY; shuffle it into the Deck, or, if you control no monsters, you can add it to your hand instead. You can only use each effect of ""Live☆Twin Channel"" once per turn.",Field,Live☆Twin,https://images.ygoprodeck.com/images/cards/35487920.jpg,11
6239,Live☆Twin Home,Spell Card,"Discard 1 card; Special Summon 1 ""Ki-sikil"" monster or 1 ""Lil-la"" monster from your Deck, also for the rest of this turn after this card resolves, you cannot Special Summon monsters from the Extra Deck, except ""Evil★Twin"" monsters. You can only activate 1 ""Live☆Twin Home"" per turn.",Quick-Play,Live☆Twin,https://images.ygoprodeck.com/images/cards/8083925.jpg,12
6244,Live☆Twin Sunny's Snitch,Spell Card,"When this card is activated: You can add 1 ""Live☆Twin"" monster from your Deck to your hand. While you control an ""Evil★Twin"" monster, each time your opponent Normal or Special Summons a monster(s), you gain 200 LP, and if you do, inflict 200 damage to your opponent. You can only activate 1 ""Live☆Twin Sunny's Snitch"" per turn.",Continuous,Live☆Twin,https://images.ygoprodeck.com/images/cards/37582948.jpg,10
6245,Living Fossil,Spell Card,"Activate this card by targeting 1 Level 4 or lower monster in your GY; Special Summon it and equip it with this card, but banish it when it leaves the field (even if this card has left the field). When this card leaves the field, banish the equipped monster. The equipped monster loses 1000 ATK/DEF, also its effects are negated. You can only activate 1 ""Living Fossil"" per turn.",Equip,,https://images.ygoprodeck.com/images/cards/34959756.jpg,478681
6275,Lost World,Spell Card,"All monsters on the field lose 500 ATK and DEF, except Dinosaur-Type monsters. Once per turn, if a Dinosaur-Type monster is Normal or Special Summoned (except during the Damage Step): You can Special Summon 1 ""Jurraegg Token"" (Dinosaur-Type/EARTH/Level 1/ATK 0/DEF 0) to your opponent's field in Defense Position. While your opponent controls a Token, they cannot target monsters on the field with card effects, except Tokens. Once per turn, if a Normal Monster(s) on the field would be destroyed by battle or card effect, you can destroy that many Dinosaur-Type monsters in your hand and/or Deck instead.",Field,,https://images.ygoprodeck.com/images/cards/17228908.jpg,465413
6284,Lucky Cloud,Spell Card,"During the End Phase, if you Summoned 2 or more ""Cloudian"" monsters with the same name this turn, draw 2 cards.",Normal,Cloudian,https://images.ygoprodeck.com/images/cards/82760689.jpg,17824
6285,Lucky Iron Axe,Spell Card,The equipped monster gains 500 ATK. If this face-up card you control is destroyed by your opponent's card effect and sent to your Graveyard: Draw 1 card.,Equip,,https://images.ygoprodeck.com/images/cards/34664411.jpg,29400
6286,Lucky Loan,Spell Card,"Target 1 ""Fortune Fairy"" monster you control; Special Summon 1 Spellcaster monster from your hand or Deck, whose original Level is 1 lower than that monster's, also during your next turn after this card resolves, you cannot Normal or Special Summon monsters, except Spellcaster monsters. You can only activate 1 ""Lucky Loan"" per turn.",Normal,Fortune Fairy,https://images.ygoprodeck.com/images/cards/67955331.jpg,12404
6290,Lullaby of Obedience,Spell Card,"Pay 2000 LP and declare 1 Monster Card name; your opponent looks at their Deck, reveals 1 of the declared monsters if there is any, and chooses 1 of these effects to be applied.
● The declared monster is added to the hand of the player who activated this card.
● The player who activated this card Special Summons the declared monster to their field in Attack Position, ignoring its Summoning conditions.",Normal,,https://images.ygoprodeck.com/images/cards/39238953.jpg,31589
6294,Luminous Dragon Ritual,Spell Card,"This card is used to Ritual Summon ""Paladin of Photon Dragon"". You must also Tribute monsters from your hand or field whose total Levels equal exactly 4. You can banish this card from your Graveyard; banish monsters from your Graveyard whose total Levels equal exactly 4, and Special Summon 1 ""Paladin of Photon Dragon"" from your hand after that. (This Special Summon is treated as a Ritual Summon.)",Ritual,Photon,https://images.ygoprodeck.com/images/cards/34834619.jpg,18972
6296,Luminous Spark,Spell Card,All LIGHT monsters gain 500 ATK and lose 400 DEF.,Field,,https://images.ygoprodeck.com/images/cards/81777047.jpg,120307
6297,Luna Light Perfume,Spell Card,"Target 1 ""Lunalight"" monster in your GY; Special Summon it. You can banish this card from your GY, then discard 1 card; add 1 ""Lunalight"" monster from your Deck to your hand.",Normal,Lunalight,https://images.ygoprodeck.com/images/cards/48444114.jpg,151456
6304,Lunalight Fusion,Spell Card,"Fusion Summon 1 ""Lunalight"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If your opponent controls a monster that was Special Summoned from the Extra Deck, you can also use 1 ""Lunalight"" monster in your Deck or Extra Deck as Fusion Material. You can only activate 1 ""Lunalight Fusion"" per turn.",Normal,Lunalight,https://images.ygoprodeck.com/images/cards/87931906.jpg,73764
6327,Lyrilusc - Bird Call,Spell Card,"Take 1 ""Lyrilusc"" monster from your Deck, and either add it to your hand or send it to the GY, then you can Special Summon 1 ""Lyrilusc"" monster with a different name from your hand. You can only activate 1 ""Lyrilusc - Bird Call"" per turn.",Normal,Lyrilusc,https://images.ygoprodeck.com/images/cards/45354718.jpg,128217
6328,Lyrilusc - Bird Sanctuary,Spell Card,"You can target 2 Winged Beast Xyz Monsters you control; attach 1 of those monsters to the other as material. (Transfer its materials to that monster.) If you control an Xyz Monster with 3 or more materials: You can draw 1 card. You can only use each effect of ""Lyrilusc - Bird Sanctuary"" once per turn.",Continuous,Lyrilusc,https://images.ygoprodeck.com/images/cards/72859417.jpg,34772
6329,Lyrilusc - Bird Strike,Spell Card,"If you control a ""Lyrilusc"" monster: Negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. You can only activate 1 ""Lyrilusc - Bird Strike"" per turn.",Normal,Lyrilusc,https://images.ygoprodeck.com/images/cards/56619778.jpg,13650
6345,Machina Armored Unit,Spell Card,"Once per turn, when a Machine monster is destroyed by battle and sent to your GY: You can Special Summon 1 Machine monster from your Deck that has the same Attribute and less ATK than that destroyed monster in the GY.",Continuous,Machina,https://images.ygoprodeck.com/images/cards/31828916.jpg,113529
6349,Machina Defense Perimeter,Spell Card,"While you control a Level 7 or higher Machine monster, your opponent's monsters cannot target Level 6 or lower Machine monsters you control for attacks, also your opponent cannot target them with card effects. If a face-up Machine monster(s) you control is destroyed by battle or card effect: You can target 1 Machine monster in your GY; add it to your hand. You can only use this effect of ""Machina Defense Perimeter"" once per turn.",Continuous,Machina,https://images.ygoprodeck.com/images/cards/13247801.jpg,31771
6359,Machina Redeployment,Spell Card,"Activate 1 of these effects.
● Discard 1 card; add 2 ""Machina"" monsters with different names from each other from your Deck to your hand.
● Discard 1 ""Machina"" card; add 2 ""Machina"" cards with different names from each other from your Deck to your hand, except ""Machina Redeployment"".
You can only activate 1 ""Machina Redeployment"" per turn.",Normal,Machina,https://images.ygoprodeck.com/images/cards/86852702.jpg,179745
6365,Machine Angel Absolute Ritual,Spell Card,"This card can be used to Ritual Summon any ""Cyber Angel"" Ritual Monster. You must also Tribute monsters from your hand or field and/or shuffle Fairy or Warrior-Type monsters from your Graveyard into the Deck, whose total Levels exactly equal the Level of the Ritual Monster you Ritual Summon.",Ritual,Cyber Angel,https://images.ygoprodeck.com/images/cards/11398951.jpg,57033
6367,Machine Angel Ritual,Spell Card,"This card can be used to Ritual Summon any ""Cyber Angel"" Ritual Monster. You must also Tribute monsters from your hand or field whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon. If a LIGHT monster(s) you control would be destroyed by battle or card effect while this card is in your GY, you can banish this card instead.",Ritual,Cyber Angel,https://images.ygoprodeck.com/images/cards/39996157.jpg,74132
6368,Machine Assembly Line,Spell Card,"All Machine-Type monsters on the field gain 200 ATK. Each time a face-up Machine-Type monster(s) on the field is destroyed by battle or card effect, place 2 Junk Counters on this card. You can send this card to the Graveyard, then target 1 Machine-Type monster in your Graveyard whose Level is less than or equal to the number of Junk Counters that were on this card; Special Summon that target.",Continuous,Junk,https://images.ygoprodeck.com/images/cards/25518020.jpg,56197
6370,Machine Conversion Factory,Spell Card,Equip only to a Machine monster. It gains 300 ATK/DEF.,Equip,,https://images.ygoprodeck.com/images/cards/25769732.jpg,171648
6371,Machine Duplication,Spell Card,Target 1 Machine monster you control with 500 or less ATK; Special Summon up to 2 monsters from your Deck with the same name as that face-up monster.,Normal,,https://images.ygoprodeck.com/images/cards/63995093.jpg,951848
6388,Madolche Chateau,Spell Card,"When this card is activated: Shuffle all ""Madolche"" monsters in your Graveyard into the Deck. All ""Madolche"" monsters on the field gain 500 ATK and DEF. If a monster(s) in your Graveyard would be returned to the Deck by the effect of a ""Madolche"" monster, you can add it to your hand instead.",Field,Madolche,https://images.ygoprodeck.com/images/cards/14001430.jpg,110628
6405,Madolche Salon,Spell Card,"During your Main Phase, you can Normal Summon 1 ""Madolche"" monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) If another ""Madolche"" card(s) you control or in your GY is added to your hand or shuffled into your Main Deck by a card effect: Set 1 ""Madolche"" Spell/Trap directly from your Deck, except ""Madolche Salon"". You can only use this effect of ""Madolche Salon"" once per turn.",Continuous,Madolche,https://images.ygoprodeck.com/images/cards/71348837.jpg,112731
6408,Madolche Ticket,Spell Card,"When a ""Madolche"" card(s) is returned from your side of the field or Graveyard to your hand or Main Deck by a card effect: Add 1 ""Madolche"" monster from your Deck to your hand. If you control a face-up Fairy-Type ""Madolche"" monster, you can Special Summon the monster from your Deck in face-up Attack Position instead of adding it to your hand. You can only use the effect of ""Madolche Ticket"" once per turn.",Continuous,Madolche,https://images.ygoprodeck.com/images/cards/60470713.jpg,106761
6412,Mage Power,Spell Card,The equipped monster gains 500 ATK and DEF for each Spell/Trap Card you control.,Equip,,https://images.ygoprodeck.com/images/cards/83746708.jpg,168610
6413,"Magellanica, the Deep Sea City",Spell Card,"(This card's name is always treated as ""Umi"".)
When this card is activated: You can place 1 WATER monster from your Deck on top of your Deck. Once per turn: You can target 1 WATER monster you control; increase its Level by 1 or 2 until the end of this turn (even if this card leaves the field). Once per turn, during your Main Phase, if you Special Summon a WATER Synchro Monster: You can look at your opponent's hand, and if you do, banish 1 card from it face-up until the End Phase.",Field,Umi,https://images.ygoprodeck.com/images/cards/26534688.jpg,46401
6418,Magic Formula,Spell Card,"Equip only to ""Dark Magician"" or ""Dark Magician Girl"". It gains 700 ATK. If this card is sent from the field to the GY: Gain 1000 LP.",Equip,Dark Magician,https://images.ygoprodeck.com/images/cards/67227834.jpg,85270
6419,Magic Gate of Miracles,Spell Card,"If you control 2 or more Spellcaster monsters: Change 1 Attack Position monster your opponent controls to Defense Position, then take control of it, and if you do, it cannot be destroyed by battle.",Normal,,https://images.ygoprodeck.com/images/cards/49941059.jpg,36576
6423,Magic Planter,Spell Card,Send 1 face-up Continuous Trap you control to the GY; draw 2 cards.,Normal,,https://images.ygoprodeck.com/images/cards/1073952.jpg,127030
6424,Magic Reflector,Spell Card,"Target 1 face-up Spell Card you control; place 1 counter on it. If it would ever be destroyed, remove the counter instead.",Normal,,https://images.ygoprodeck.com/images/cards/61844784.jpg,68564
6425,Magic Triangle of the Ice Barrier,Spell Card,"Reveal 3 ""Ice Barrier"" monsters with different names in your hand to select 1 card your opponent controls. Destroy the opponent's card and Special Summon 1 ""Ice Barrier"" monster from your hand.",Normal,Ice Barrier,https://images.ygoprodeck.com/images/cards/64990807.jpg,37301
6429,Magical Blast,Spell Card,"Inflict 200 damage to your opponent for each Spellcaster monster you control. During your Draw Phase, if this card is in your GY, before you draw: You can give up your normal draw this turn, and if you do, add this card to your hand.",Normal,,https://images.ygoprodeck.com/images/cards/91819979.jpg,19813
6432,Magical Citadel of Endymion,Spell Card,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. If a card with a Spell Counter(s) is destroyed, place its Spell Counters on this card. Once per turn, if you would activate a card effect by removing a Spell Counter(s) from a card you control, you can remove that many Spell Counters from this card instead. If this card would be destroyed, you can remove 1 Spell Counter from this card instead.",Field,Endymion,https://images.ygoprodeck.com/images/cards/39910367.jpg,234000
6433,Magical Contract Door,Spell Card,"Add 1 Spell Card from your hand to your opponent's hand, then add 1 Level 7 or 8 DARK monster from your Deck to your hand.",Normal,,https://images.ygoprodeck.com/images/cards/18809562.jpg,60055
6435,Magical Dimension,Spell Card,"If you control a Spellcaster monster: Target 1 monster you control; Tribute that target, then Special Summon 1 Spellcaster monster from your hand, then you can destroy 1 monster on the field.",Quick-Play,,https://images.ygoprodeck.com/images/cards/28553439.jpg,144181
6442,Magical Labyrinth,Spell Card,"Equip only to ""Labyrinth Wall"". You can Tribute the equipped monster; Special Summon ""Wall Shadow"" from your Deck.",Equip,,https://images.ygoprodeck.com/images/cards/64389297.jpg,96973
6443,Magical Mallet,Spell Card,"Shuffle any number of cards from your hand into the Deck, then draw that same number of cards.",Normal,,https://images.ygoprodeck.com/images/cards/85852291.jpg,552433
6445,Magical Meltdown,Spell Card,"When this card is activated: You can add 1 ""Aleister the Invoker"" from your Deck to your hand. The activation of your cards and effects that include an effect that Fusion Summons a Fusion Monster cannot be negated, also your opponent's cards and effects cannot activate when a monster is Fusion Summoned this way. You can only activate 1 ""Magical Meltdown"" per turn.",Field,Invoked,https://images.ygoprodeck.com/images/cards/47679935.jpg,813955
6447,Magical Mid-Breaker Field,Spell Card,"Activate this card at the start of your Main Phase 1 or 2. During each player's Main Phase 1, monsters on the field cannot be destroyed by their opponent's card effects, also neither player can target monsters their opponent controls. You cannot activate or Set Field Spell Cards.",Field,,https://images.ygoprodeck.com/images/cards/71650854.jpg,119546
6449,Magical Musket - Cross-Domination,Spell Card,"If you control a ""Magical Musket"" monster: Target 1 face-up monster on the field; until the end of this turn, change its ATK/DEF to 0, also it has its effects negated. You can only activate 1 ""Magical Musket - Cross-Domination"" per turn.",Quick-Play,Magical Musket,https://images.ygoprodeck.com/images/cards/93356623.jpg,98561
6454,Magical Musket - Steady Hands,Spell Card,"Target 1 ""Magical Musket"" monster you control; its ATK/DEF become double its original ATK/DEF until the end of this turn. It cannot attack directly during the turn you activate this card. You can only activate 1 ""Magical Musket - Steady Hands"" per turn.",Quick-Play,Magical Musket,https://images.ygoprodeck.com/images/cards/67901914.jpg,35354
6467,Magical Spring,Spell Card,"Draw a number of cards equal to the number of face-up Spell/Trap Cards your opponent controls, then discard a number of cards equal to the number of face-up Spell/Trap Cards you control. Until the end of your opponent's next turn after this card resolves, Spell/Trap Cards your opponent controls cannot be destroyed (by battle or card effect), also their activation and effects cannot be negated. You can only activate 1 ""Magical Spring"" per turn.",Quick-Play,,https://images.ygoprodeck.com/images/cards/43455065.jpg,13251
6468,Magical Star Illusion,Spell Card,"If your opponent controls a monster(s) and you control as many or fewer monsters: Monsters currently on the field gain ATK equal to the combined Levels of all monsters their controller currently controls x 100, until the end of this turn.",Normal,,https://images.ygoprodeck.com/images/cards/18752707.jpg,9135
6469,Magical Stone Excavation,Spell Card,"Discard 2 cards, then target 1 Spell in your GY; add it to your hand.",Normal,,https://images.ygoprodeck.com/images/cards/98494543.jpg,145569
6474,Magicalized Duston Mop,Spell Card,"You can only control 1 ""Magicalized Duston Mop"". The equipped monster cannot be Tributed, or be used as a Fusion, Synchro, or Xyz Material for a Summon. When this card you control is destroyed by an opponent's card effect and sent to your Graveyard: You can add 1 ""Duston"" monster from your Deck to your hand.",Equip,Duston,https://images.ygoprodeck.com/images/cards/24845628.jpg,22603
6475,Magicalized Fusion,Spell Card,"Fusion Summon 1 Spellcaster Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your field or GY. You can only activate 1 ""Magicalized Fusion"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/11827244.jpg,463300
6486,Magician's Left Hand,Spell Card,"Negate the effect of your opponent's first Trap Card or effect that resolves each turn while you control a Spellcaster monster, and if you do, destroy that card.",Continuous,,https://images.ygoprodeck.com/images/cards/13758665.jpg,167754
6487,Magician's Restage,Spell Card,"You can target 1 Level 3 or lower Spellcaster-Type monster in your Graveyard; Special Summon it. This effect can only be used once while this card is face-up on the field. If this card is sent to the Graveyard: You can add 1 ""Magician"" Continuous Spell Card from your Deck to your hand, except ""Magician's Restage"".",Continuous,,https://images.ygoprodeck.com/images/cards/40252269.jpg,227122
6488,Magician's Right Hand,Spell Card,"Negate the effect of your opponent's first Spell Card or effect that resolves each turn while you control a Spellcaster monster, and if you do, or if it did not have an effect, destroy that card.",Continuous,,https://images.ygoprodeck.com/images/cards/87769556.jpg,246792
6491,Magician's Salvation,Spell Card,"When this card is activated: You can Set 1 ""Eternal Soul"" directly from your Deck. If you Normal or Special Summon ""Dark Magician"" or ""Dark Magician Girl"" (except during the Damage Step): You can target 1 of those monsters; Special Summon 1 ""Dark Magician"" or ""Dark Magician Girl"" from your GY, with a different name than that monster. You can only use this effect of ""Magician's Salvation"" once per turn. You can only activate 1 ""Magician's Salvation"" per turn.",Field,Dark Magician,https://images.ygoprodeck.com/images/cards/95477924.jpg,122153
6493,Magicians Unite,Spell Card,"If you control 2 or more Attack Position Spellcaster monsters: Target 1 of them; its ATK becomes 3000 until the end of this turn, also for the rest of this turn after this card resolves, other Spellcaster monsters you control cannot attack.",Normal,,https://images.ygoprodeck.com/images/cards/36045450.jpg,37644
6500,Magikey Battle,Spell Card,"Target 1 Normal Monster, 1 ""Magikey"" monster, or 1 ""Magikey Maftea"" in your GY; shuffle it into the Deck, then if you activated this card in response to your opponent's card or effect activation, Normal Monsters and ""Magikey"" monsters you control (except Tokens) are unaffected by that opponent's card effect.",Quick-Play,Magikey,https://images.ygoprodeck.com/images/cards/54408264.jpg,14097
6506,Magikey Maftea,Spell Card,"Fusion Summon 1 ""Magikey"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material, OR Ritual Summon 1 ""Magikey"" Ritual Monster from your hand, by Tributing monsters from your hand or field whose total Levels equal or exceed its Level. If you control a Normal Monster, you can also send 1 Normal Monster from your Deck to the GY as material or Tribute.",Normal,Magikey,https://images.ygoprodeck.com/images/cards/99426088.jpg,36525
6511,Magikey World,Spell Card,"When this card is activated: You can add 1 ""Magikey"" monster from your Deck to your hand. The first time each non-Token Normal Monster you control would be destroyed by battle or card effect each turn, it is not destroyed. During your Main Phase: You can add 1 ""Magikey Maftea"" from your Deck to your hand, then place 1 card from your hand on the bottom of the Deck. You can only use this effect of ""Magikey World"" once per turn. You can only activate 1 ""Magikey World"" per turn.",Field,Magikey,https://images.ygoprodeck.com/images/cards/35815783.jpg,38404
6516,Magistus Invocation,Spell Card,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as material, including a Spellcaster monster. If Summoning a ""Magistus"" Fusion Monster this way, you can also use monsters in your Spell & Trap Zones that are equipped to a ""Magistus"" monster. You can only activate 1 ""Magistus Invocation"" per turn.",Normal,Magistus,https://images.ygoprodeck.com/images/cards/34933456.jpg,68978
6517,Magistus Theurgy,Spell Card,"Target 1 ""Magistus"" monster you control; equip it with 1 ""Magistus"" monster, except a Level 4 monster, from your Extra Deck, GY, or face-up field. If you have at least 1 each ""Magistus"" Fusion, Synchro, Xyz, and Link Monsters in your GY, you can equip it with 1 non-""Magistus"" Fusion, Synchro, Xyz, or Link Monster from your Extra Deck, instead. You can only activate ""Magistus Theurgy"" once per turn.",Quick-Play,Magistus,https://images.ygoprodeck.com/images/cards/7548747.jpg,33167
6518,Magistus Vritra,Spell Card,"Target 1 Level 4 or lower ""Magistus"" monster in your GY; Special Summon it. If a ""Magistus"" card(s) in your Spell & Trap Zone would be destroyed by your opponent's card effect, you can banish this card from your GY instead. You can only use each effect of ""Magistus Vritra"" once per turn.",Normal,Magistus,https://images.ygoprodeck.com/images/cards/327051.jpg,43027
6523,Magnet Circle LV2,Spell Card,Special Summon 1 Level 2 or lower Machine-Type monster from your hand.,Normal,,https://images.ygoprodeck.com/images/cards/94940436.jpg,49070
6526,Magnet Induction,Spell Card,"If you control a ""Magnet Warrior"" monster whose original Level is 4 or lower: Special Summon 1 Level 4 or lower ""Magnet Warrior"" monster from your Deck with a different name than the cards you control, also for the rest of this turn after this card resolves, ""Magnet Warrior"" and ""Magna Warrior"" monsters you control cannot be destroyed by battle or your opponent's card effects. You can only activate 1 ""Magnet Induction"" per turn.",Normal,Magnet Warrior,https://images.ygoprodeck.com/images/cards/54734082.jpg,17875
6527,Magnet Reverse,Spell Card,"Target 1 of your Machine or Rock monsters, that is banished or is in your GY, that cannot be Normal Summoned/Set; Special Summon it.",Quick-Play,,https://images.ygoprodeck.com/images/cards/80352158.jpg,116174
6529,Magnetic Field,Spell Card,"If you control a Level 4 or lower EARTH Rock-Type monster: You can target 1 Level 4 or lower ""Magnet Warrior"" monster in your Graveyard; Special Summon it. You can only use this effect of ""Magnetic Field"" once per turn. Once per turn, at the end of the Damage Step, when an EARTH Rock-Type monster you control battled an opponent's monster, but the opponent's monster was not destroyed by the battle: You can return that opponent's monster to the hand.",Field,Magnet Warrior,https://images.ygoprodeck.com/images/cards/4740489.jpg,68122
6531,Magnificent Machine Angel,Spell Card,"Tribute 1 ""Cyber Angel"" Ritual Monster from your hand or field, then target 1 LIGHT Fairy monster you control; it gains ATK/DEF equal to the Level the monster had when Tributed x 200, until the end of this turn. This turn, if it battles an opponent's monster that was Special Summoned from the Extra Deck, that opponent's monster's effects are negated during that Battle Phase only. You can only activate 1 ""Magnificent Machine Angel"" per turn.",Quick-Play,Cyber Angel,https://images.ygoprodeck.com/images/cards/27331568.jpg,20883
6532,Magnum Shield,Spell Card,"Equip only to a Warrior-Type monster. Apply this effect, depending on its battle position.
● Attack Position: It gains ATK equal to its original DEF.
● Defense Position: It gains DEF equal to its original ATK.",Equip,,https://images.ygoprodeck.com/images/cards/84877802.jpg,80672
6546,Majespecter Cyclone,Spell Card,"Tribute 1 WIND Spellcaster-Type monster, then target 1 monster your opponent controls; destroy it.",Quick-Play,Majespecter,https://images.ygoprodeck.com/images/cards/49366157.jpg,21961
