,type,atk,def,level,scale,linkval,views,image_url
6866,XYZ Monster,1400.0,1600.0,3.0,,,16395,https://images.ygoprodeck.com/images/cards/88942504.jpg
6867,Effect Monster,1600.0,1200.0,4.0,,,71385,https://images.ygoprodeck.com/images/cards/49905576.jpg
6869,Effect Monster,2000.0,0.0,5.0,,,10627,https://images.ygoprodeck.com/images/cards/75675029.jpg
6870,Effect Monster,1000.0,600.0,3.0,,,15629,https://images.ygoprodeck.com/images/cards/48700891.jpg
6873,Tuner Monster,800.0,600.0,3.0,,,13315,https://images.ygoprodeck.com/images/cards/36565699.jpg
6874,Normal Monster,700.0,600.0,2.0,,,7124,https://images.ygoprodeck.com/images/cards/53832650.jpg
6875,Effect Monster,1400.0,1100.0,4.0,,,5475,https://images.ygoprodeck.com/images/cards/34198387.jpg
6877,XYZ Monster,2600.0,3000.0,9.0,,,16738,https://images.ygoprodeck.com/images/cards/9940036.jpg
6878,Effect Monster,1400.0,500.0,3.0,,,55785,https://images.ygoprodeck.com/images/cards/3580032.jpg
6879,Effect Monster,1200.0,200.0,3.0,,,17588,https://images.ygoprodeck.com/images/cards/4252828.jpg
6880,Effect Monster,1500.0,700.0,4.0,,,35887,https://images.ygoprodeck.com/images/cards/24435369.jpg
6881,Effect Monster,100.0,300.0,1.0,,,27887,https://images.ygoprodeck.com/images/cards/87047161.jpg
6882,Link Monster,1600.0,,,,2.0,79228,https://images.ygoprodeck.com/images/cards/23545031.jpg
6883,Effect Monster,2500.0,2000.0,7.0,,,14283,https://images.ygoprodeck.com/images/cards/75180828.jpg
6884,Effect Monster,1000.0,200.0,3.0,,,37572,https://images.ygoprodeck.com/images/cards/74298287.jpg
6885,XYZ Monster,2800.0,1600.0,7.0,,,93629,https://images.ygoprodeck.com/images/cards/74371660.jpg
6886,Effect Monster,1400.0,800.0,3.0,,,100118,https://images.ygoprodeck.com/images/cards/69293721.jpg
6887,Effect Monster,1300.0,400.0,3.0,,,23969,https://images.ygoprodeck.com/images/cards/96682430.jpg
6888,Effect Monster,2700.0,1000.0,7.0,,,19945,https://images.ygoprodeck.com/images/cards/37781520.jpg
6889,Effect Monster,1500.0,1200.0,3.0,,,25694,https://images.ygoprodeck.com/images/cards/23899727.jpg
6890,Effect Monster,1200.0,1800.0,4.0,,,15870,https://images.ygoprodeck.com/images/cards/95466842.jpg
6891,Effect Monster,100.0,2000.0,4.0,,,37933,https://images.ygoprodeck.com/images/cards/21767650.jpg
6892,Effect Monster,2400.0,1900.0,7.0,,,137788,https://images.ygoprodeck.com/images/cards/21954587.jpg
6893,Effect Monster,1200.0,2000.0,3.0,,,21995,https://images.ygoprodeck.com/images/cards/71133680.jpg
6894,Effect Monster,1500.0,1500.0,4.0,,,15281,https://images.ygoprodeck.com/images/cards/282886.jpg
6895,Effect Monster,1100.0,1900.0,3.0,,,19893,https://images.ygoprodeck.com/images/cards/28577986.jpg
6896,Effect Monster,1600.0,800.0,4.0,,,74578,https://images.ygoprodeck.com/images/cards/58471134.jpg
6897,Effect Monster,1700.0,2400.0,7.0,,,148800,https://images.ygoprodeck.com/images/cards/22446869.jpg
6898,XYZ Monster,1600.0,2800.0,3.0,,,21290,https://images.ygoprodeck.com/images/cards/59170782.jpg
6899,Effect Monster,1700.0,1100.0,4.0,,,32756,https://images.ygoprodeck.com/images/cards/22076135.jpg
6900,Synchro Monster,1500.0,1000.0,4.0,,,17093,https://images.ygoprodeck.com/images/cards/81019803.jpg
6904,Effect Monster,800.0,300.0,3.0,,,9995,https://images.ygoprodeck.com/images/cards/49808196.jpg
6906,Effect Monster,1800.0,500.0,4.0,,,17230,https://images.ygoprodeck.com/images/cards/37792478.jpg
6907,Effect Monster,0.0,0.0,10.0,,,125348,https://images.ygoprodeck.com/images/cards/74530899.jpg
6908,Normal Monster,2800.0,1500.0,8.0,,,49020,https://images.ygoprodeck.com/images/cards/65957473.jpg
6910,Fusion Monster,1850.0,1700.0,6.0,,,101929,https://images.ygoprodeck.com/images/cards/9293977.jpg
6912,Normal Monster,1600.0,1900.0,5.0,,,47665,https://images.ygoprodeck.com/images/cards/55998462.jpg
6913,Normal Monster,1150.0,2150.0,5.0,,,11655,https://images.ygoprodeck.com/images/cards/68339286.jpg
6915,Effect Monster,800.0,800.0,5.0,,,3836,https://images.ygoprodeck.com/images/cards/7200041.jpg
6916,Fusion Monster,2500.0,2500.0,5.0,,,39289,https://images.ygoprodeck.com/images/cards/81612598.jpg
6919,Fusion Monster,3000.0,3000.0,9.0,,,42033,https://images.ygoprodeck.com/images/cards/54401832.jpg
6921,Pendulum Normal Monster,1900.0,500.0,4.0,1.0,,70602,https://images.ygoprodeck.com/images/cards/33256280.jpg
6922,Fusion Monster,2600.0,1000.0,6.0,,,60066,https://images.ygoprodeck.com/images/cards/4688231.jpg
6923,Fusion Monster,2800.0,2200.0,8.0,,,51010,https://images.ygoprodeck.com/images/cards/28016193.jpg
6924,Pendulum Normal Monster,1700.0,100.0,3.0,1.0,,63268,https://images.ygoprodeck.com/images/cards/7868571.jpg
6925,Pendulum Normal Monster,0.0,2100.0,2.0,8.0,,65705,https://images.ygoprodeck.com/images/cards/60473572.jpg
6926,Pendulum Effect Monster,2900.0,1900.0,9.0,1.0,,20723,https://images.ygoprodeck.com/images/cards/56518311.jpg
6927,Pendulum Normal Monster,2400.0,2000.0,7.0,8.0,,70821,https://images.ygoprodeck.com/images/cards/69351984.jpg
6929,Union Effect Monster,1000.0,500.0,7.0,,,46127,https://images.ygoprodeck.com/images/cards/7369217.jpg
6930,Union Effect Monster,1000.0,500.0,7.0,,,17845,https://images.ygoprodeck.com/images/cards/87564935.jpg
6932,Effect Monster,1700.0,1400.0,4.0,,,163044,https://images.ygoprodeck.com/images/cards/32472237.jpg
6934,Effect Monster,3000.0,3000.0,9.0,,,134020,https://images.ygoprodeck.com/images/cards/57761191.jpg
6935,Effect Monster,3000.0,2300.0,8.0,,,14435,https://images.ygoprodeck.com/images/cards/50705071.jpg
6938,Effect Monster,2800.0,2400.0,7.0,,,77118,https://images.ygoprodeck.com/images/cards/41456841.jpg
6940,Normal Monster,2800.0,1000.0,7.0,,,41387,https://images.ygoprodeck.com/images/cards/89189982.jpg
6942,Effect Monster,2600.0,1500.0,7.0,,,68419,https://images.ygoprodeck.com/images/cards/45960523.jpg
6943,Pendulum Effect Monster,300.0,200.0,2.0,1.0,,60851,https://images.ygoprodeck.com/images/cards/12196873.jpg
6945,Effect Monster,3000.0,2500.0,10.0,,,23847,https://images.ygoprodeck.com/images/cards/45148985.jpg
6947,Synchro Monster,2300.0,1600.0,6.0,,,90328,https://images.ygoprodeck.com/images/cards/36898537.jpg
6948,Effect Monster,2400.0,1600.0,8.0,,,77944,https://images.ygoprodeck.com/images/cards/72355272.jpg
6949,Effect Monster,1500.0,1000.0,4.0,,,76399,https://images.ygoprodeck.com/images/cards/19476824.jpg
6950,Effect Monster,2900.0,2500.0,8.0,,,68015,https://images.ygoprodeck.com/images/cards/18743376.jpg
6952,Effect Monster,2400.0,2000.0,8.0,,,3836,https://images.ygoprodeck.com/images/cards/501000001.jpg
6954,Fusion Monster,3500.0,2000.0,8.0,,,310984,https://images.ygoprodeck.com/images/cards/30086349.jpg
6955,Fusion Monster,3500.0,2000.0,8.0,,,63971,https://images.ygoprodeck.com/images/cards/90660762.jpg
6956,Normal Monster,1800.0,2000.0,6.0,,,40474,https://images.ygoprodeck.com/images/cards/64271667.jpg
6957,Gemini Monster,1800.0,2000.0,6.0,,,228697,https://images.ygoprodeck.com/images/cards/17871506.jpg
6961,Effect Monster,0.0,0.0,10.0,,,0,https://images.ygoprodeck.com/images/cards/99748883.jpg
6962,Pendulum Effect Monster,1800.0,1600.0,4.0,4.0,,7130,https://images.ygoprodeck.com/images/cards/26638543.jpg
6963,Effect Monster,1700.0,800.0,4.0,,,741689,https://images.ygoprodeck.com/images/cards/92826944.jpg
6964,Pendulum Effect Monster,1100.0,400.0,3.0,6.0,,21714,https://images.ygoprodeck.com/images/cards/28115467.jpg
6965,Synchro Monster,2600.0,2000.0,7.0,,,268834,https://images.ygoprodeck.com/images/cards/4779823.jpg
6966,Effect Monster,0.0,0.0,10.0,,,184286,https://images.ygoprodeck.com/images/cards/7733560.jpg
6968,Effect Monster,300.0,0.0,1.0,,,244754,https://images.ygoprodeck.com/images/cards/2347477.jpg
6970,Effect Monster,100.0,1800.0,4.0,,,23517,https://images.ygoprodeck.com/images/cards/75487237.jpg
6972,Normal Monster,800.0,600.0,2.0,,,4738,https://images.ygoprodeck.com/images/cards/83678433.jpg
6973,Normal Monster,500.0,1200.0,4.0,,,14371,https://images.ygoprodeck.com/images/cards/62327910.jpg
6974,Synchro Monster,2200.0,2000.0,6.0,,,21222,https://images.ygoprodeck.com/images/cards/53981499.jpg
6982,Normal Monster,2200.0,2350.0,7.0,,,13027,https://images.ygoprodeck.com/images/cards/38277918.jpg
6983,Pendulum Normal Monster,1000.0,2000.0,4.0,7.0,,15320,https://images.ygoprodeck.com/images/cards/47558785.jpg
6984,Effect Monster,1800.0,1000.0,4.0,,,21076,https://images.ygoprodeck.com/images/cards/33225925.jpg
6986,Normal Monster,2000.0,2200.0,6.0,,,12137,https://images.ygoprodeck.com/images/cards/47986555.jpg
6989,Effect Monster,2000.0,1800.0,5.0,,,37874,https://images.ygoprodeck.com/images/cards/82482194.jpg
6990,Effect Monster,1000.0,1000.0,4.0,,,13782,https://images.ygoprodeck.com/images/cards/5130393.jpg
6991,Normal Monster,0.0,3000.0,5.0,,,30753,https://images.ygoprodeck.com/images/cards/32012841.jpg
6992,Effect Monster,0.0,1400.0,2.0,,,167821,https://images.ygoprodeck.com/images/cards/89785779.jpg
6993,Fusion Monster,0.0,0.0,1.0,,,626564,https://images.ygoprodeck.com/images/cards/41578483.jpg
6994,Effect Monster,300.0,250.0,1.0,,,73550,https://images.ygoprodeck.com/images/cards/7489323.jpg
6997,Flip Effect Monster,450.0,600.0,4.0,,,16474,https://images.ygoprodeck.com/images/cards/72427512.jpg
6999,Effect Monster,0.0,0.0,3.0,,,6854,https://images.ygoprodeck.com/images/cards/74879881.jpg
7000,Effect Monster,300.0,300.0,3.0,,,5901,https://images.ygoprodeck.com/images/cards/45651298.jpg
7001,Effect Monster,600.0,0.0,2.0,,,83082,https://images.ygoprodeck.com/images/cards/76348260.jpg
7002,Effect Monster,850.0,750.0,3.0,,,91825,https://images.ygoprodeck.com/images/cards/32539892.jpg
7007,Tuner Monster,100.0,200.0,1.0,,,29506,https://images.ygoprodeck.com/images/cards/96782886.jpg
7010,Effect Monster,0.0,2200.0,3.0,,,30026,https://images.ygoprodeck.com/images/cards/85060248.jpg
7013,Tuner Monster,200.0,2100.0,3.0,,,904,https://images.ygoprodeck.com/images/cards/30291086.jpg
7015,Effect Monster,1000.0,1600.0,6.0,,,34075,https://images.ygoprodeck.com/images/cards/66690411.jpg
7016,Effect Monster,1000.0,1900.0,3.0,,,39509,https://images.ygoprodeck.com/images/cards/76321376.jpg
7017,Effect Monster,1000.0,1200.0,3.0,,,54303,https://images.ygoprodeck.com/images/cards/94079037.jpg
7019,Effect Monster,1500.0,1500.0,4.0,,,10819,https://images.ygoprodeck.com/images/cards/24419823.jpg
7020,Tuner Monster,800.0,200.0,3.0,,,101166,https://images.ygoprodeck.com/images/cards/40164421.jpg
7021,Effect Monster,1700.0,400.0,4.0,,,89736,https://images.ygoprodeck.com/images/cards/53666449.jpg
7022,XYZ Monster,2000.0,800.0,4.0,,,218721,https://images.ygoprodeck.com/images/cards/30100551.jpg
7026,Link Monster,800.0,,,,2.0,46700,https://images.ygoprodeck.com/images/cards/73341839.jpg
7027,Effect Monster,1800.0,1000.0,6.0,,,12017,https://images.ygoprodeck.com/images/cards/43708640.jpg
7028,Normal Monster,1300.0,1200.0,4.0,,,3929,https://images.ygoprodeck.com/images/cards/46864967.jpg
7030,XYZ Monster,1100.0,1000.0,1.0,,,26912,https://images.ygoprodeck.com/images/cards/60181553.jpg
7034,Effect Monster,300.0,500.0,2.0,,,18135,https://images.ygoprodeck.com/images/cards/131182.jpg
7036,Effect Monster,0.0,2000.0,4.0,,,35748,https://images.ygoprodeck.com/images/cards/63259351.jpg
7046,Effect Monster,1600.0,600.0,4.0,,,82083,https://images.ygoprodeck.com/images/cards/15960641.jpg
7047,Effect Monster,2800.0,2000.0,8.0,,,27890,https://images.ygoprodeck.com/images/cards/49217579.jpg
7052,Fusion Monster,2800.0,1200.0,8.0,,,176125,https://images.ygoprodeck.com/images/cards/84687358.jpg
7055,Effect Monster,100.0,100.0,1.0,,,18222,https://images.ygoprodeck.com/images/cards/45358284.jpg
7057,Tuner Monster,0.0,0.0,1.0,,,40833,https://images.ygoprodeck.com/images/cards/40159926.jpg
7062,Fusion Monster,3000.0,2500.0,8.0,,,487055,https://images.ygoprodeck.com/images/cards/44146295.jpg
7063,Normal Monster,1400.0,1600.0,5.0,,,165469,https://images.ygoprodeck.com/images/cards/33178416.jpg
7064,Effect Monster,1800.0,1000.0,4.0,,,606883,https://images.ygoprodeck.com/images/cards/38572779.jpg
7070,Effect Monster,1500.0,1000.0,4.0,,,6467,https://images.ygoprodeck.com/images/cards/12836042.jpg
7071,Link Monster,1400.0,,,,2.0,327275,https://images.ygoprodeck.com/images/cards/3987233.jpg
7072,Effect Monster,2400.0,0.0,5.0,,,20604,https://images.ygoprodeck.com/images/cards/28601770.jpg
7073,Synchro Monster,0.0,2300.0,3.0,,,24798,https://images.ygoprodeck.com/images/cards/15240238.jpg
7075,Effect Monster,1400.0,400.0,4.0,,,5903,https://images.ygoprodeck.com/images/cards/65549080.jpg
7076,Effect Monster,2700.0,2000.0,7.0,,,393335,https://images.ygoprodeck.com/images/cards/29587993.jpg
7077,Tuner Monster,400.0,600.0,2.0,,,84600,https://images.ygoprodeck.com/images/cards/14983497.jpg
7078,Effect Monster,2100.0,1600.0,5.0,,,6362,https://images.ygoprodeck.com/images/cards/41978142.jpg
7079,Effect Monster,2000.0,1200.0,4.0,,,15941,https://images.ygoprodeck.com/images/cards/82199284.jpg
7080,Tuner Monster,1200.0,1200.0,3.0,,,8835,https://images.ygoprodeck.com/images/cards/95443805.jpg
7081,Tuner Monster,1700.0,300.0,4.0,,,11762,https://images.ygoprodeck.com/images/cards/22837504.jpg
7082,Synchro Monster,2600.0,2400.0,7.0,,,11640,https://images.ygoprodeck.com/images/cards/89310929.jpg
7083,Effect Monster,1100.0,700.0,3.0,,,97071,https://images.ygoprodeck.com/images/cards/69448290.jpg
7084,Normal Monster,1500.0,1900.0,4.0,,,10565,https://images.ygoprodeck.com/images/cards/29054481.jpg
7085,Tuner Monster,400.0,800.0,2.0,,,5481,https://images.ygoprodeck.com/images/cards/92933195.jpg
7086,Synchro Monster,2500.0,1500.0,9.0,,,59890,https://images.ygoprodeck.com/images/cards/27315304.jpg
7090,Link Monster,1400.0,,,,2.0,212143,https://images.ygoprodeck.com/images/cards/65170459.jpg
7091,Effect Monster,800.0,1000.0,2.0,,,148065,https://images.ygoprodeck.com/images/cards/22404675.jpg
7092,Effect Monster,200.0,2100.0,2.0,,,7472,https://images.ygoprodeck.com/images/cards/67282505.jpg
7093,Effect Monster,0.0,2200.0,4.0,,,31869,https://images.ygoprodeck.com/images/cards/71340250.jpg
7094,Effect Monster,1100.0,2000.0,4.0,,,43535,https://images.ygoprodeck.com/images/cards/45159319.jpg
7095,Effect Monster,2400.0,1000.0,6.0,,,123989,https://images.ygoprodeck.com/images/cards/4929256.jpg
7096,Effect Monster,2800.0,1000.0,8.0,,,64981,https://images.ygoprodeck.com/images/cards/23689697.jpg
7097,Effect Monster,800.0,800.0,2.0,,,13547,https://images.ygoprodeck.com/images/cards/9861795.jpg
7098,Effect Monster,2800.0,2900.0,9.0,,,52105,https://images.ygoprodeck.com/images/cards/75285069.jpg
7099,Effect Monster,100.0,100.0,1.0,,,17540,https://images.ygoprodeck.com/images/cards/94878265.jpg
7100,Normal Monster,300.0,100.0,1.0,,,51340,https://images.ygoprodeck.com/images/cards/27288416.jpg
7101,Effect Monster,300.0,100.0,1.0,,,4662,https://images.ygoprodeck.com/images/cards/99910751.jpg
7102,Fusion Monster,300.0,100.0,6.0,,,55469,https://images.ygoprodeck.com/images/cards/13803864.jpg
7104,Normal Monster,1000.0,2200.0,5.0,,,24381,https://images.ygoprodeck.com/images/cards/17192817.jpg
7108,Effect Monster,1600.0,400.0,4.0,,,37248,https://images.ygoprodeck.com/images/cards/4732017.jpg
7110,Normal Monster,1300.0,1400.0,4.0,,,3213,https://images.ygoprodeck.com/images/cards/7225792.jpg
7111,Effect Monster,1300.0,1000.0,3.0,,,35489,https://images.ygoprodeck.com/images/cards/3810071.jpg
7112,Link Monster,1000.0,,,,1.0,243190,https://images.ygoprodeck.com/images/cards/32519092.jpg
7113,Tuner Monster,0.0,0.0,1.0,,,15797,https://images.ygoprodeck.com/images/cards/56897896.jpg
7114,Effect Monster,1000.0,1000.0,3.0,,,9021,https://images.ygoprodeck.com/images/cards/58807980.jpg
7116,Normal Monster,600.0,900.0,3.0,,,88853,https://images.ygoprodeck.com/images/cards/36121917.jpg
7117,Effect Monster,1500.0,1200.0,4.0,,,11997,https://images.ygoprodeck.com/images/cards/637216.jpg
7118,Effect Monster,250.0,350.0,1.0,,,10377,https://images.ygoprodeck.com/images/cards/84133008.jpg
7127,Normal Monster,1800.0,1600.0,5.0,,,8689,https://images.ygoprodeck.com/images/cards/97612389.jpg
7128,Normal Monster,2000.0,1900.0,6.0,,,5422,https://images.ygoprodeck.com/images/cards/35712107.jpg
7129,Normal Monster,800.0,1000.0,3.0,,,3529,https://images.ygoprodeck.com/images/cards/15820147.jpg
7130,Effect Monster,0.0,0.0,8.0,,,43704,https://images.ygoprodeck.com/images/cards/23303072.jpg
7132,Synchro Monster,2500.0,2000.0,6.0,,,36494,https://images.ygoprodeck.com/images/cards/66818682.jpg
7133,Normal Monster,1100.0,1000.0,4.0,,,6780,https://images.ygoprodeck.com/images/cards/45909477.jpg
7136,Effect Monster,1200.0,1600.0,4.0,,,12158,https://images.ygoprodeck.com/images/cards/16366944.jpg
7142,Effect Monster,1300.0,1600.0,3.0,,,63215,https://images.ygoprodeck.com/images/cards/24027078.jpg
7143,Normal Monster,1550.0,1300.0,5.0,,,66039,https://images.ygoprodeck.com/images/cards/55784832.jpg
7144,Effect Monster,1000.0,900.0,4.0,,,8561,https://images.ygoprodeck.com/images/cards/71717923.jpg
7145,Tuner Monster,100.0,100.0,1.0,,,11061,https://images.ygoprodeck.com/images/cards/85457355.jpg
7146,Effect Monster,2800.0,1000.0,8.0,,,79318,https://images.ygoprodeck.com/images/cards/38267552.jpg
7147,Effect Monster,1000.0,2800.0,8.0,,,68759,https://images.ygoprodeck.com/images/cards/1872843.jpg
7148,Flip Effect Monster,700.0,600.0,2.0,,,282817,https://images.ygoprodeck.com/images/cards/33508719.jpg
7149,Flip Effect Monster,800.0,700.0,3.0,,,166722,https://images.ygoprodeck.com/images/cards/79106360.jpg
7150,Effect Monster,1200.0,1600.0,4.0,,,11794,https://images.ygoprodeck.com/images/cards/43573231.jpg
7154,Effect Monster,500.0,1800.0,3.0,,,26485,https://images.ygoprodeck.com/images/cards/48381268.jpg
7155,Effect Monster,1200.0,400.0,4.0,,,32328,https://images.ygoprodeck.com/images/cards/92720564.jpg
7156,Effect Monster,800.0,600.0,2.0,,,20208,https://images.ygoprodeck.com/images/cards/28124263.jpg
7157,Effect Monster,100.0,100.0,1.0,,,54090,https://images.ygoprodeck.com/images/cards/93542102.jpg
7158,Effect Monster,600.0,1100.0,2.0,,,20004,https://images.ygoprodeck.com/images/cards/91607976.jpg
7161,Effect Monster,1200.0,600.0,3.0,,,21397,https://images.ygoprodeck.com/images/cards/66331855.jpg
7162,Synchro Monster,1200.0,1800.0,4.0,,,4614,https://images.ygoprodeck.com/images/cards/37260946.jpg
7166,Tuner Monster,200.0,200.0,1.0,,,17903,https://images.ygoprodeck.com/images/cards/76865611.jpg
7167,Effect Monster,800.0,800.0,3.0,,,20675,https://images.ygoprodeck.com/images/cards/29947751.jpg
7168,Effect Monster,100.0,100.0,1.0,,,12681,https://images.ygoprodeck.com/images/cards/45593005.jpg
7172,Effect Monster,1000.0,900.0,4.0,,,28398,https://images.ygoprodeck.com/images/cards/55119278.jpg
7173,Tuner Monster,300.0,1200.0,3.0,,,34390,https://images.ygoprodeck.com/images/cards/57108202.jpg
7176,Tuner Monster,1500.0,600.0,6.0,,,3389,https://images.ygoprodeck.com/images/cards/1876841.jpg
7177,Tuner Monster,800.0,1400.0,3.0,,,39311,https://images.ygoprodeck.com/images/cards/10591919.jpg
7178,Effect Monster,1200.0,800.0,4.0,,,31817,https://images.ygoprodeck.com/images/cards/75775867.jpg
7179,Tuner Monster,100.0,100.0,1.0,,,34310,https://images.ygoprodeck.com/images/cards/15521027.jpg
7180,Effect Monster,1400.0,1000.0,4.0,,,23391,https://images.ygoprodeck.com/images/cards/2250266.jpg
7181,Tuner Monster,100.0,100.0,1.0,,,12422,https://images.ygoprodeck.com/images/cards/38082437.jpg
7182,Effect Monster,0.0,0.0,1.0,,,15597,https://images.ygoprodeck.com/images/cards/48868994.jpg
7183,Effect Monster,1000.0,1000.0,4.0,,,20486,https://images.ygoprodeck.com/images/cards/84592800.jpg
7185,Effect Monster,2800.0,2500.0,8.0,,,16042,https://images.ygoprodeck.com/images/cards/8483333.jpg
7186,Effect Monster,1400.0,1000.0,4.0,,,164639,https://images.ygoprodeck.com/images/cards/57839750.jpg
7187,Effect Monster,2300.0,1200.0,6.0,,,27083,https://images.ygoprodeck.com/images/cards/17021204.jpg
7188,Effect Monster,400.0,1200.0,1.0,,,19983,https://images.ygoprodeck.com/images/cards/18837926.jpg
7189,Effect Monster,2100.0,1200.0,6.0,,,1436,https://images.ygoprodeck.com/images/cards/77672444.jpg
7190,Effect Monster,1300.0,1800.0,4.0,,,2984,https://images.ygoprodeck.com/images/cards/78394032.jpg
7191,Effect Monster,2800.0,2200.0,8.0,,,154215,https://images.ygoprodeck.com/images/cards/13959634.jpg
7195,Normal Monster,600.0,1000.0,3.0,,,4487,https://images.ygoprodeck.com/images/cards/4931562.jpg
7196,Effect Monster,2600.0,2000.0,8.0,,,61209,https://images.ygoprodeck.com/images/cards/3395226.jpg
7197,Normal Monster,2100.0,1300.0,5.0,,,51607,https://images.ygoprodeck.com/images/cards/31477025.jpg
7198,Effect Monster,1800.0,600.0,4.0,,,39930,https://images.ygoprodeck.com/images/cards/86767655.jpg
7199,Link Monster,1000.0,,,,2.0,16514,https://images.ygoprodeck.com/images/cards/71607202.jpg
7200,Effect Monster,0.0,100.0,3.0,,,42578,https://images.ygoprodeck.com/images/cards/70307656.jpg
7201,Effect Monster,1000.0,2400.0,6.0,,,107817,https://images.ygoprodeck.com/images/cards/71002019.jpg
7202,Synchro Monster,500.0,2200.0,6.0,,,188567,https://images.ygoprodeck.com/images/cards/84040113.jpg
7203,Effect Monster,1500.0,1800.0,4.0,,,30432,https://images.ygoprodeck.com/images/cards/82108372.jpg
7204,Effect Monster,1500.0,1800.0,4.0,,,120676,https://images.ygoprodeck.com/images/cards/99937011.jpg
7205,Fusion Monster,1900.0,1600.0,4.0,,,1016204,https://images.ygoprodeck.com/images/cards/54757758.jpg
7206,Effect Monster,600.0,300.0,2.0,,,87082,https://images.ygoprodeck.com/images/cards/46657337.jpg
7210,Fusion Monster,2600.0,1300.0,7.0,,,20305,https://images.ygoprodeck.com/images/cards/71628381.jpg
7213,Fusion Monster,0.0,2000.0,3.0,,,30766,https://images.ygoprodeck.com/images/cards/92385016.jpg
7216,Effect Monster,2200.0,100.0,4.0,,,13653,https://images.ygoprodeck.com/images/cards/4848423.jpg
7217,Normal Monster,850.0,900.0,3.0,,,5949,https://images.ygoprodeck.com/images/cards/69992868.jpg
7218,Normal Monster,800.0,600.0,2.0,,,7949,https://images.ygoprodeck.com/images/cards/14181608.jpg
7219,Effect Monster,1250.0,800.0,3.0,,,87464,https://images.ygoprodeck.com/images/cards/93900406.jpg
7220,XYZ Monster,600.0,3000.0,6.0,,,4047,https://images.ygoprodeck.com/images/cards/96637156.jpg
7221,Fusion Monster,1750.0,1500.0,5.0,,,67570,https://images.ygoprodeck.com/images/cards/56907389.jpg
7223,Effect Monster,1800.0,900.0,4.0,,,10546,https://images.ygoprodeck.com/images/cards/9837195.jpg
7224,Effect Monster,0.0,2500.0,6.0,,,7247,https://images.ygoprodeck.com/images/cards/11508758.jpg
7226,XYZ Monster,1500.0,1000.0,3.0,,,24216,https://images.ygoprodeck.com/images/cards/26563200.jpg
7229,Fusion Monster,3000.0,1500.0,8.0,,,54154,https://images.ygoprodeck.com/images/cards/13735899.jpg
7230,Flip Effect Monster,800.0,1200.0,3.0,,,73470,https://images.ygoprodeck.com/images/cards/1347977.jpg
7231,Effect Monster,1000.0,1500.0,4.0,,,16099,https://images.ygoprodeck.com/images/cards/54098121.jpg
7233,Normal Monster,500.0,500.0,2.0,,,3556,https://images.ygoprodeck.com/images/cards/62793020.jpg
7234,Normal Monster,2000.0,0.0,4.0,,,71705,https://images.ygoprodeck.com/images/cards/18108166.jpg
7236,Normal Monster,1500.0,1000.0,4.0,,,19426,https://images.ygoprodeck.com/images/cards/47060154.jpg
7237,Normal Monster,1300.0,1550.0,4.0,,,66052,https://images.ygoprodeck.com/images/cards/68516705.jpg
7238,Effect Monster,400.0,300.0,1.0,,,94937,https://images.ygoprodeck.com/images/cards/98049915.jpg
7239,Tuner Monster,500.0,1000.0,3.0,,,8386,https://images.ygoprodeck.com/images/cards/51912531.jpg
7241,Effect Monster,0.0,0.0,1.0,,,27820,https://images.ygoprodeck.com/images/cards/14198496.jpg
7244,Effect Monster,900.0,0.0,2.0,,,59464,https://images.ygoprodeck.com/images/cards/47507260.jpg
7245,Effect Monster,1900.0,1600.0,4.0,,,35072,https://images.ygoprodeck.com/images/cards/74591968.jpg
7246,Effect Monster,2300.0,1700.0,6.0,,,30124,https://images.ygoprodeck.com/images/cards/60482781.jpg
7247,Effect Monster,1400.0,1100.0,4.0,,,350190,https://images.ygoprodeck.com/images/cards/83011278.jpg
7248,Effect Monster,2500.0,2000.0,6.0,,,32032,https://images.ygoprodeck.com/images/cards/89194033.jpg
7249,Normal Monster,700.0,700.0,2.0,,,5738,https://images.ygoprodeck.com/images/cards/63515678.jpg
7251,Normal Monster,800.0,2000.0,4.0,,,127130,https://images.ygoprodeck.com/images/cards/15025844.jpg
7252,Effect Monster,800.0,2000.0,4.0,,,16486,https://images.ygoprodeck.com/images/cards/15613529.jpg
7253,Effect Monster,1500.0,900.0,3.0,,,7571,https://images.ygoprodeck.com/images/cards/85239662.jpg
7254,Effect Monster,2700.0,1200.0,7.0,,,25608,https://images.ygoprodeck.com/images/cards/98745000.jpg
7257,Fusion Monster,2100.0,1700.0,6.0,,,12754,https://images.ygoprodeck.com/images/cards/32751480.jpg
7258,Effect Monster,1150.0,900.0,3.0,,,13825,https://images.ygoprodeck.com/images/cards/30451366.jpg
7259,Normal Monster,800.0,1000.0,3.0,,,92361,https://images.ygoprodeck.com/images/cards/83464209.jpg
7260,Normal Monster,500.0,500.0,2.0,,,168903,https://images.ygoprodeck.com/images/cards/39552864.jpg
7264,Effect Monster,1500.0,2400.0,5.0,,,8505,https://images.ygoprodeck.com/images/cards/81263643.jpg
7266,Effect Monster,100.0,1400.0,4.0,,,33453,https://images.ygoprodeck.com/images/cards/50457953.jpg
7267,Effect Monster,1000.0,2000.0,8.0,,,69807,https://images.ygoprodeck.com/images/cards/92841002.jpg
7268,Pendulum Effect Monster,1800.0,500.0,4.0,4.0,,49893,https://images.ygoprodeck.com/images/cards/80959027.jpg
