,name,type,desc,race,archetype,image_url,views
5550,Intruder Alarm - Yellow Alert,Trap Card,"When an opponent's monster declares an attack: Special Summon 1 monster from your hand, but return it to the hand at the end of the Battle Phase. While you control that face-up Special Summoned monster, your opponent cannot target other monsters for attacks. You can only activate 1 ""Intruder Alarm - Yellow Alert"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/59277750.jpg,2561
5555,Inverse Universe,Trap Card,Switch the ATK and DEF of all face-up Effect Monsters on the field.,Normal,,https://images.ygoprodeck.com/images/cards/79161790.jpg,18499
5557,Invincibility Barrier,Trap Card,"Once per turn: You can banish 1 face-up Ritual, Fusion, Synchro, Xyz, Pendulum, or Link Monster you control; this turn, the effects of monsters with the same card type as that banished monster (Ritual, Fusion, Synchro, Xyz, Pendulum, or Link) are negated.",Continuous,,https://images.ygoprodeck.com/images/cards/17722185.jpg,5779
5577,Inzektor Gauntlet,Trap Card,"Target 1 face-up ""Inzektor"" monster you control; equip this card to that target. It gains 1000 DEF, and cannot be destroyed by your opponent's card effects.",Normal,Inzektor,https://images.ygoprodeck.com/images/cards/259314.jpg,9752
5584,Inzektor Orb,Trap Card,"Target 1 face-up ""Inzektor"" monster you control; equip this card to that target. It gains 500 ATK and DEF. When exactly 1 ""Inzektor"" monster you control is targeted by a card effect (except during the Damage Step): You can send this Equip Card to the Graveyard; negate that effect.",Normal,Inzektor,https://images.ygoprodeck.com/images/cards/38643567.jpg,6500
5599,Iron Core Luster,Trap Card,"Reveal 1 ""Iron Core of Koa'ki Meiru"" in your hand. Negate the activation of your opponent's Spell or Trap Card, and destroy it.",Counter,Koa'ki Meiru,https://images.ygoprodeck.com/images/cards/34545235.jpg,12963
5615,Ivy Shackles,Trap Card,All face-up monsters your opponent controls become Plant-Type during your turns only. If this face-up card you control is destroyed and sent to your Graveyard by an opponent's card effect: Draw 1 card.,Continuous,,https://images.ygoprodeck.com/images/cards/14730606.jpg,29300
5631,Jam Defender,Trap Card,"When an opponent's monster declares an attack on a monster you control: You can target 1 ""Revival Jam"" you control; switch the attack target to that target.",Continuous,Slime,https://images.ygoprodeck.com/images/cards/21558682.jpg,90233
5634,Jar of Avarice,Trap Card,"Target 5 cards in your GY, except ""Jar of Avarice""; shuffle all 5 into the Deck, then draw 1 card. You can only activate 1 ""Jar of Avarice"" per turn.",Normal,Greed,https://images.ygoprodeck.com/images/cards/98954106.jpg,250216
5635,Jar of Generosity,Trap Card,Place 1 card from your hand on either the top or bottom of the Deck.,Normal,Greed,https://images.ygoprodeck.com/images/cards/22454453.jpg,5850
5636,Jar of Greed,Trap Card,Draw 1 card.,Normal,Greed,https://images.ygoprodeck.com/images/cards/83968380.jpg,199382
5640,Jelly Cannon,Trap Card,When a monster declares an attack: Target 1 monster on the field; shuffle it into the Deck.,Normal,,https://images.ygoprodeck.com/images/cards/41440817.jpg,22678
5666,Joker's Wild,Trap Card,"During the Main or Battle Phase: Send 1 Spell from your Deck to the GY that specifically lists all of ""Queen's Knight"", ""King's Knight"", and ""Jack's Knight""; this effect becomes that Spell's effect when that card is activated. During the End Phase, if this card is in your GY: You can target 1 LIGHT Warrior monster in your GY; shuffle it into the Deck, and if you do, add this card to your hand. You can only use each effect of ""Joker's Wild"" once per turn.",Normal,Knight,https://images.ygoprodeck.com/images/cards/81945678.jpg,40407
5667,Jolt Counter,Trap Card,"During the Battle Phase, when a Spell/Trap Card, or monster effect, is activated while you control a ""Battlin' Boxer"" monster: Negate the activation, and if you do, destroy that card.",Counter,Battlin' Boxer,https://images.ygoprodeck.com/images/cards/8316565.jpg,13914
5670,Joruri-P.U.N.K. Dangerous Gabu,Trap Card,"You can target 1 Effect Monster your opponent controls; negate its effects (until the end of this turn), then, if you control a ""P.U.N.K."" monster, gain LP equal to that targeted monster's original ATK. You can only activate 1 ""Joruri-P.U.N.K. Dangerous Gabu"" per turn.",Normal,P.U.N.K.,https://images.ygoprodeck.com/images/cards/43685562.jpg,45706
5672,Joruri-P.U.N.K. Nashiwari Surprise,Trap Card,"Target 1 Set card your opponent controls, or, if you control a ""P.U.N.K."" monster, you can target 1 face-up card your opponent controls instead; destroy it. You can only activate 1 ""Joruri-P.U.N.K. Nashiwari Surprise"" per turn.",Normal,P.U.N.K.,https://images.ygoprodeck.com/images/cards/70070211.jpg,24094
5679,Judgment of Anubis,Trap Card,"When your opponent activates a Spell Card that would destroy a Spell/Trap Card(s) on the field: Discard 1 card; negate the activation, and if you do, destroy it, then you can destroy 1 face-up monster your opponent controls, and if you do that, inflict damage to your opponent equal to the destroyed monster's ATK on the field.",Counter,,https://images.ygoprodeck.com/images/cards/55256016.jpg,78374
5680,Judgment of Thunder,Trap Card,Activate only when you Summon a Thunder-Type monster(s). Destroy 1 card your opponent controls.,Normal,,https://images.ygoprodeck.com/images/cards/85080048.jpg,22250
5681,Judgment of the Branded,Trap Card,"Target 1 Level 8 or higher Fusion Monster you control; destroy all monsters your opponent controls with an equal or higher ATK than that monster. During the End Phase, if this card is in the GY because it was sent there to activate the effect of ""Fallen of Albaz"" this turn: You can Set this card. You can only use this effect of ""Judgment of the Branded"" once per turn.",Normal,Branded,https://images.ygoprodeck.com/images/cards/93595154.jpg,32443
5682,Judgment of the Desert,Trap Card,"The Battle Positions of face-up monsters that are flipped face-up after activation of this card cannot be changed, except with a card effect.",Continuous,,https://images.ygoprodeck.com/images/cards/4869446.jpg,23573
5683,Judgment of the Pharaoh,Trap Card,"Pay half of your Life Points. Select and activate an appropriate effect which can be applied:
● If ""Yu-Jo Friendship"" is in your Graveyard, until the end of this turn: your opponent cannot Normal Summon, Set, Flip Summon, or Special Summon a monster(s) or activate an Effect Monster's effect.
● If ""Unity"" is in your Graveyard, until the end of this turn: negate the effects of all Spell and Trap Cards on your opponent's side of the field, and your opponent cannot activate or Set Spell or Trap Cards.",Normal,,https://images.ygoprodeck.com/images/cards/55948544.jpg,11719
5704,Junk Sleep,Trap Card,"If your opponent Normal or Special Summons a monster(s): You can change all face-down Defense Position monsters you control to face-up Attack Position. During the End Phase: You can change all monsters you control to face-down Defense Position. You can only use each effect of ""Junk Sleep"" once per turn.",Continuous,Junk,https://images.ygoprodeck.com/images/cards/56294501.jpg,37820
5710,Jurassic Impact,Trap Card,"If you control 2 or more Dinosaur monsters and your LP is lower than your opponent's: Destroy as many monsters on the field as possible, and if you do, take 1000 damage for each monster destroyed, then inflict damage to your opponent, equal to the damage you took. Until the end of the next turn after this card is activated, neither player can Normal or Special Summon.",Normal,,https://images.ygoprodeck.com/images/cards/65430834.jpg,9530
5720,Jurrac Impact,Trap Card,If you control a Dinosaur-Type monster with 2500 or more ATK: Destroy all cards on the field.,Normal,Jurrac,https://images.ygoprodeck.com/images/cards/5479217.jpg,16642
5732,Just Desserts,Trap Card,Inflict 500 damage to your opponent for each monster they control.,Normal,,https://images.ygoprodeck.com/images/cards/24068492.jpg,173171
5733,Justi-Break,Trap Card,"Activate only when your opponent declares an attack against a face-up Normal Monster you control. Destroy all monsters on the field, except face-up Attack Position Normal Monsters.",Normal,,https://images.ygoprodeck.com/images/cards/62271284.jpg,41126
5752,Kaiju Capture Mission,Trap Card,"Once per turn, if there are less than 3 Kaiju Counters on this card: You can target 1 ""Kaiju"" monster on the field; change it to face-down Defense Position, then place 1 Kaiju Counter on this card (max. 3). If this card in your possession is destroyed by an opponent's card and sent to your Graveyard: You can draw 2 cards. You can only use this effect of ""Kaiju Capture Mission"" once per turn.",Continuous,Kaiju,https://images.ygoprodeck.com/images/cards/81057455.jpg,61381
5755,Kairyu-Shin's Dark Reef,Trap Card,"Send 1 face-up ""Umi"" you control to the GY; Special Summon up to 2 monsters with different names from your hand and/or Deck,  that mention ""Umi"" or are WATER Normal Monsters, in Defense Position, then if your opponent controls a monster, you can Special Summon any number of Level 6 or lower WATER Normal Monsters from your hand and/or Deck. Until the end of your next turn after this card resolves, you cannot Special Summon monsters, except WATER monsters. You can only activate 1 ""Kairyu-Shin's Dark Reef"" per turn.",Normal,Umi,https://images.ygoprodeck.com/images/cards/95602345.jpg,24970
5781,Karakuri Cash Inn,Trap Card,"Target 1 ""Karakuri"" monster you control and 1 Effect Monster your opponent controls; change the battle position of your monster, and if you do, negate the effects of that opponent's monster until the end of this turn. If you control a ""Karakuri"" monster(s): You can banish this card from your GY, then target 1 face-up monster on the field; change that monster's battle position. You can only activate 1 ""Karakuri Cash Inn"" per turn.",Normal,Karakuri,https://images.ygoprodeck.com/images/cards/3693034.jpg,28346
5782,Karakuri Cash Shed,Trap Card,"Activate only if you control a ""Karakuri"" monster in face-up Defense Position. Negate the activation of an opponent's Spell/Trap Card and destroy it.",Counter,Karakuri,https://images.ygoprodeck.com/images/cards/2924048.jpg,12746
5786,Karakuri Klock,Trap Card,"Activate only when a face-up Defense Position ""Karakuri"" monster is selected as an attack target. Destroy all face-up monsters your opponent controls.",Normal,Karakuri,https://images.ygoprodeck.com/images/cards/79178930.jpg,8494
5800,Karakuri Trick House,Trap Card,"Activate only when the battle position of a face-up ""Karakuri"" monster you control is changed. Select 1 card on the field, and destroy it.",Normal,Karakuri,https://images.ygoprodeck.com/images/cards/33184236.jpg,14462
5804,Karma Cut,Trap Card,"Discard 1 card, then target 1 face-up monster your opponent controls; banish that target, then banish all cards with the same name as that monster from your opponent's Graveyard.",Normal,,https://images.ygoprodeck.com/images/cards/71587526.jpg,83617
5809,Kashtira Big Bang,Trap Card,"If a ""Kashtira"" Xyz Monster is on the field: Make both players banish monsters from their field face-down so they control only 1. If this card becomes banished: You can target 1 ""Kashtira"" Xyz Monster you control; add 1 ""Kashtira"" monster you own attached to it to your hand, then you can Special Summon it from your hand. You can only use each effect of ""Kashtira Big Bang"" once per turn.",Normal,Kashtira,https://images.ygoprodeck.com/images/cards/33925864.jpg,5550
5815,Kashtira Preparations,Trap Card,"During either player's turn: You can Special Summon 1 of your ""Kashtira"" monsters that is banished or in your hand. If your opponent activates a Trap Card or effect, you control a ""Kashtira"" monster, and this card is already face-up in your Spell & Trap Zone: You can look at your opponent's hand, and if you do, banish 1 card from it face-down. You can only use each effect of ""Kashtira Preparations"" once per turn.",Continuous,Kashtira,https://images.ygoprodeck.com/images/cards/21639276.jpg,12189
5833,Kickfire,Trap Card,"Once per turn, when a face-up FIRE monster(s) you control is destroyed by a card effect, place 1 counter on this card for each destroyed FIRE monster. During either player's Standby Phase: You can send this card to the Graveyard; inflict 1000 damage to your opponent for each counter on this card.",Continuous,,https://images.ygoprodeck.com/images/cards/11501629.jpg,7026
5834,Kid Guard,Trap Card,"When an opponent's monster declares an attack: Tribute 1 ""Hero Kid""; negate the attack, then add 1 ""Elemental HERO"" monster from your Deck to your hand.",Normal,Elemental HERO,https://images.ygoprodeck.com/images/cards/10759529.jpg,10636
5842,King Scarlet,Trap Card,"If a ""Red Dragon Archfiend"" monster you control battles, during damage calculation: Make that monster you control unable to be destroyed by that battle, and if you do, Special Summon this card as a Normal Monster (Fiend-Type/Tuner/FIRE/Level 1/ATK 0/DEF 0). (This card is also still a Trap Card.)",Continuous,Archfiend,https://images.ygoprodeck.com/images/cards/60433216.jpg,50891
5850,King's Consonance,Trap Card,"When an opponent's monster declares a direct attack: Negate the attack, then you can apply the rest of this card's effect. Banish 1 Tuner monster and any number of non-Tuner monsters from your Graveyard, whose total Levels equal 8 or less, and if you do, Special Summon from your Extra Deck 1 Synchro Monster whose Level equals the total Levels of those banished monsters. (This Special Summon is treated as a Synchro Summon.)",Normal,,https://images.ygoprodeck.com/images/cards/24590232.jpg,37087
5852,King's Synchro,Trap Card,"When your opponent's monster declares an attack on a Synchro Monster you control: Negate the attack, then you can apply the rest of this card's effect. Banish that Synchro Monster you control and 1 Tuner from your Graveyard, and if you do, Special Summon from your Extra Deck 1 Synchro Monster whose Level equals the total Levels the banished monsters had. (This Special Summon is treated as a Synchro Summon.)",Normal,,https://images.ygoprodeck.com/images/cards/27503418.jpg,50423
5853,Kingyo Sukui,Trap Card,"You can target 1 monster in your opponent's GY; excavate the top card of your Deck, and if it is a monster with the same Attribute as the target, add it to your hand, and if you do, shuffle the target into the Deck. Otherwise, send the excavated card to the GY, also destroy this card. You can only use this effect of ""Kingyo Sukui"" once per turn.",Continuous,,https://images.ygoprodeck.com/images/cards/9251497.jpg,3943
5893,Koa'ki Meiru Shield,Trap Card,"Activate only when your opponent's monster declares an attack if you have 2 or more ""Iron Core of Koa'ki Meiru"" in your Graveyard. Destroy all face-up Attack Position monsters your opponent controls.",Normal,Koa'ki Meiru,https://images.ygoprodeck.com/images/cards/12216615.jpg,7885
5911,Kozaky's Self-Destruct Button,Trap Card,Inflict 1000 damage to the player who destroyed this Set card.,Normal,,https://images.ygoprodeck.com/images/cards/21908319.jpg,22828
5927,Kozmojo,Trap Card,"Target 1 ""Kozmo"" monster you control; destroy it, and if you do, banish 1 card your opponent controls or in their Graveyard. You can only activate 1 ""Kozmojo"" per turn.",Normal,Kozmo,https://images.ygoprodeck.com/images/cards/90452877.jpg,56498
5931,Kozmourning,Trap Card,"Monsters destroyed by battle with ""Kozmo"" monsters you control are shuffled into the Deck instead of going to the Graveyard. You can banish this card from your Graveyard; the first time you would take battle damage from a battle involving a ""Kozmo"" monster you control this turn, gain that much LP, instead.",Continuous,Kozmo,https://images.ygoprodeck.com/images/cards/12385638.jpg,10955
5941,Krystal Avatar,Trap Card,"When an opponent's monster declares a direct attack, if its ATK is greater than or equal to your LP: Special Summon this card in Attack Position as an Effect Monster (Warrior-Type/LIGHT/Level 4/ATK ?/DEF 0) that has ATK equal to your LP, then change the attack target to this card. (This card is also still a Trap Card.) If this card Summoned this way is destroyed by battle, after damage calculation: Inflict damage to your opponent equal to its ATK.",Continuous,,https://images.ygoprodeck.com/images/cards/20960340.jpg,25720
5948,Kunai with Chain,Trap Card,"Activate 1 or both of these effects (simultaneously).
● When an opponent's monster declares an attack: Target the attacking monster; change that target to Defense Position.
● Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK.",Normal,,https://images.ygoprodeck.com/images/cards/37390589.jpg,85410
5977,Labrynth Barrage,Trap Card,"When you activate a Set Normal Trap Card, except ""Labrynth Barrage"": This card's effect becomes that Normal Trap Card's effect when that card is activated, also your opponent takes no damage from your card effects until the end of their next turn after this card resolves.",Normal,Labrynth,https://images.ygoprodeck.com/images/cards/68779682.jpg,6233
5985,Labyrinth of Nightmare,Trap Card,"Once per turn, during each player's End Phase: Change the battle positions of all face-up monsters the turn player controls.",Continuous,,https://images.ygoprodeck.com/images/cards/66526672.jpg,32676
5995,Lair Wire,Trap Card,Remove from play 1 Insect-Type monster from your Graveyard and select 1 monster your opponent controls. Destroy the selected monster.,Normal,,https://images.ygoprodeck.com/images/cards/81128478.jpg,20899
6013,Last Counter,Trap Card,"When an attack is declared involving a ""Battlin' Boxer"" monster you control and an opponent's monster: Negate the attack, and if you do, send that monster you control to the Graveyard, then 1 ""Battlin' Boxer"" monster you control (in Attack Position, if you declared the attack) gains ATK equal to the original ATK of that opponent's monster, also proceed to damage calculation using those monsters. Then, you take damage equal to the amount of ATK gained from this effect.",Counter,Battlin' Boxer,https://images.ygoprodeck.com/images/cards/86049351.jpg,12029
6018,Last Minute Cancel,Trap Card,"When an opponent's monster declares an attack while you control an Attack Position monster(s): Change all monsters you control to Defense Position. For the rest of this turn after this card resolves, return any face-up ""Performapal"" monster you control that is destroyed by battle or card effect to the hand instead of sending it to the Graveyard.",Normal,Performapal,https://images.ygoprodeck.com/images/cards/95254840.jpg,13108
6019,Last Resort,Trap Card,"Activate only when your opponent's monster declares an attack. You can select 1 ""Ancient City - Rainbow Ruins"" from your Deck and activate it. If your opponent had an active Field Spell Card when this card was activated, they can draw 1 card.",Normal,,https://images.ygoprodeck.com/images/cards/97970833.jpg,22059
6020,Last Turn,Trap Card,"This card can only be activated during your opponent's turn when your Life Points are 1000 or less. Select 1 monster on your side of the field and send all other cards on the field and in their respective owners' hands to their respective Graveyards. After that, your opponent selects and Special Summons 1 monster from their Deck in face-up Attack Position and attacks your selected monster. (Any Battle Damage from this battle is treated as 0.) The player whose monster remains alone on the field at the End Phase of this turn wins the Duel. Any other case results in a DRAW.",Normal,,https://images.ygoprodeck.com/images/cards/28566710.jpg,35139
6029,Laundry Trap,Trap Card,"Once per Chain, if a monster(s) is Normal or Special Summoned to your field (except during the Damage Step): You can send the top card of your Deck to the GY. If this card is sent from your Deck to the GY by a card effect: You can target 1 card in your GY that was sent there this turn, except ""Laundry Trap""; add it to your hand, but until the end of your next turn after this effect resolves, you cannot activate cards, or the effects of cards, with its name. You can only use this effect of ""Laundry Trap"" once per turn.",Continuous,,https://images.ygoprodeck.com/images/cards/79371769.jpg,7918
6071,Legacy of Yata-Garasu,Trap Card,"Activate 1 of these effects:
● Draw 1 card.
● Activate only if your opponent controls a face-up Spirit monster. Draw 2 cards.",Normal,,https://images.ygoprodeck.com/images/cards/30461781.jpg,111410
6110,Level Conversion Lab,Trap Card,"Select 1 monster in your hand and show it to your opponent, then roll a six-sided die. If the result is 1, send the selected monster to the Graveyard. If the result is 2-6, the Level of the selected monster becomes equal to the result until the end of this turn.",Normal,,https://images.ygoprodeck.com/images/cards/84397023.jpg,31760
6114,Level Limit - Area A,Trap Card,Change all face-up Level 3 or lower monsters to Attack Position.,Continuous,,https://images.ygoprodeck.com/images/cards/54976796.jpg,32385
6117,Level Resist Wall,Trap Card,"If a monster(s) you control is destroyed by battle or an opponent's card effect: Target 1 of those monsters; Special Summon monster(s) from your Deck in Defense Position so their combined Levels equal the Level of that monster, but negate their effects. You can only activate 1 ""Level Resist Wall"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/86133013.jpg,18586
6118,Level Retuner,Trap Card,Reduce the Level of 1 face-up monster you control by up to 2.,Normal,,https://images.ygoprodeck.com/images/cards/86223870.jpg,19426
6125,Liberty at Last!,Trap Card,When a monster you control is destroyed by battle and sent to the Graveyard: Target 2 face-up monsters on the field; shuffle those targets into the Deck.,Normal,,https://images.ygoprodeck.com/images/cards/72022087.jpg,11386
6129,Libromancer Displaced,Trap Card,"Target 1 ""Libromancer"" monster you control and 1 monster your opponent controls; return your monster to the hand, and if you do, take control of that opponent's monster. If your ""Libromancer"" monster you targeted was not a Ritual Monster, the monster you took control of returns to the hand during the End Phase. You can only activate 1 ""Libromancer Displaced"" per turn.",Normal,Libromancer,https://images.ygoprodeck.com/images/cards/88083109.jpg,2232
6136,Libromancer Intervention,Trap Card,"When your opponent activates a card or effect: Target 1 ""Libromancer"" Ritual Monster you control; return it to the hand, and if you do, negate that activated effect, then you can Special Summon 1 ""Libromancer"" monster from your hand or GY. You can only activate 1 ""Libromancer Intervention"" per turn.",Normal,Libromancer,https://images.ygoprodeck.com/images/cards/44889144.jpg,13726
6140,Libromancer Prevented,Trap Card,"If you control a ""Libromancer"" monster: You can target 1 face-up monster your opponent controls; this turn, that face-up monster cannot be used as material for a Fusion, Synchro, Xyz, or Link Summon. You can only use this effect of ""Libromancer Prevented"" once per turn. Once per turn, during the End Phase, if you control no ""Libromancer"" Ritual Monsters: Send this card to the GY.",Continuous,Libromancer,https://images.ygoprodeck.com/images/cards/14478717.jpg,1419
6143,Life Absorbing Machine,Trap Card,"During your Standby Phase, gain Life Points equal to half of the total Life Points you paid during your last turn.",Continuous,,https://images.ygoprodeck.com/images/cards/14318794.jpg,68587
6144,Life Equalizer,Trap Card,Activate only when the difference between both players' Life Points is 8000 or more. Both players' Life Points become 3000.,Normal,,https://images.ygoprodeck.com/images/cards/17178486.jpg,19895
6146,Life Shaver,Trap Card,"You can only control 1 ""Life Shaver"". Once per turn, during your opponent's End Phase: Place 1 counter on this card. During the Main or Battle Phase, if this card has a counter: You can send this card to the GY, then your opponent discards as many cards as possible from their hand, up to the number of counters that were on this card.",Continuous,,https://images.ygoprodeck.com/images/cards/38105306.jpg,823
6157,Light Spiral,Trap Card,"Each time a card(s) is sent from your Deck to the Graveyard by the effect of a ""Lightsworn"" monster, remove from play the top card of your opponent's Deck.",Continuous,Lightsworn,https://images.ygoprodeck.com/images/cards/35577420.jpg,20617
6160,Light of Destruction,Trap Card,"When an opponent's card effect sends a card(s) from their Deck to the Graveyard, send the top 3 cards of their Deck to the Graveyard.",Continuous,,https://images.ygoprodeck.com/images/cards/83027236.jpg,8354
6161,Light of Intervention,Trap Card,"While this card is on the field, Monster Cards cannot be Set or flipped face-down. If a Monster Card would be Set, it must be Normal Summoned in face-up Defense Position.",Continuous,,https://images.ygoprodeck.com/images/cards/62867251.jpg,116074
6162,Light of Judgment,Trap Card,"If ""The Sanctuary in the Sky"" is on the field: Discard 1 LIGHT monster to the GY; apply 1 of the following effects.
● Look at your opponent's hand and discard 1 card from their hand.
● Send 1 card your opponent controls to the GY.",Normal,,https://images.ygoprodeck.com/images/cards/44595286.jpg,34951
6165,Light-Imprisoning Mirror,Trap Card,Negate all LIGHT monster effects activated on the field or in the Graveyard.,Continuous,,https://images.ygoprodeck.com/images/cards/53341729.jpg,36198
6167,Lightforce Sword,Trap Card,"Banish 1 random card from your opponent's hand, face-down. During your opponent's 4th Standby Phase after this card's activation, return that card to their hand.",Normal,,https://images.ygoprodeck.com/images/cards/49587034.jpg,86072
6186,Lightsworn Barrier,Trap Card,"When a ""Lightsworn"" monster you control is targeted for an attack: You can send the top 2 cards of your Deck to the Graveyard, then target the attacking monster; negate the attack.",Continuous,Lightsworn,https://images.ygoprodeck.com/images/cards/22201234.jpg,35680
6187,Lightsworn Judgment,Trap Card,"Place this card on top of the Deck. If this card is sent from the Deck to the Graveyard by a ""Lightsworn"" monster's effect: You can add 1 ""Judgment Dragon"" from your Deck to your hand.",Normal,Lightsworn,https://images.ygoprodeck.com/images/cards/66194206.jpg,52285
6194,Limit Code,Trap Card,"If you have any Cyberse Link Monsters in your GY: Place 1 counter on this card for each of those monsters, and if you do, Special Summon 1 ""Code Talker"" monster from your Extra Deck, and equip it with this card. When this card leaves the field, destroy the equipped monster. Once per turn, during your End Phase: Remove 1 counter from this card. If you cannot, destroy it. You can only activate ""Limit Code"" once per Duel.",Normal,Code Talker,https://images.ygoprodeck.com/images/cards/86607583.jpg,24973
6195,Limit Impulse,Trap Card,"Send 2 cards from your hand to the GY; Special Summon 2 ""Soul Tokens"" (Fiend/DARK/Level 1/ATK 0/DEF 0). They cannot be Tributed except for a Tribute Summon.",Normal,,https://images.ygoprodeck.com/images/cards/82324105.jpg,15139
6197,Limit Reverse,Trap Card,"Target 1 monster with 1000 or less ATK in your Graveyard; Special Summon it in Attack Position. If the target is changed to Defense Position, destroy it and this card. When this card leaves the field, destroy the target. When the target is destroyed, destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/27551.jpg,108413
6198,Limiter Overload,Trap Card,"If this card is sent to the Graveyard: Special Summon 1 ""Speed Warrior"" from your hand, Deck, or Graveyard.",Normal,,https://images.ygoprodeck.com/images/cards/92450185.jpg,23638
6202,Lineage of Destruction,Trap Card,"Activate only during a turn in which you destroyed a Defense Position monster your opponent controlled. Select 1 Level 8 monster you control. During this turn, the selected monster can attack twice.",Normal,,https://images.ygoprodeck.com/images/cards/29307554.jpg,13020
6204,Linear Equation Cannon,Trap Card,"During the Battle Phase: Declare a whole number from 1 to 6; choose 1 Effect Monster your opponent controls. Multiply the Effect Monster's Level x the declared number, then add the number of cards your opponent controls, and check if the result equals the number of cards in your GY.
● If yes: Send cards from the top of your Deck to the GY, up to the declared number, and if you do, shuffle cards your opponent controls into the Deck, up to the number sent to the GY.
● If no: You lose LP equal to the declared number x 500.
You can only activate 1 ""Linear Equation Cannon"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/70916046.jpg,5646
6216,Link Restart,Trap Card,"When a Spell/Trap Card, or monster effect, is activated that would inflict damage to you: Negate the activation, and if you do, Special Summon 1 Link Monster from your GY.",Counter,,https://images.ygoprodeck.com/images/cards/27664101.jpg,22091
6219,Link Turret,Trap Card,"When this card is activated: Place 4 counters on this card. Each time you take battle damage, place 1 counter on this card. During your Main Phase 2: You can remove 1 counter from this card, then target 1 ""Rokket"" monster in your GY; Special Summon it, but its effects are negated, also it is banished when it leaves the field. You cannot Special Summon monsters from your Extra Deck, except DARK Link Monsters, the turn you activate this effect (even if this card leaves the field).",Continuous,Rokket,https://images.ygoprodeck.com/images/cards/55034079.jpg,44756
6249,Localized Tornado,Trap Card,Shuffle all cards from your hand and Graveyard into the Deck.,Normal,,https://images.ygoprodeck.com/images/cards/64681263.jpg,25348
6253,Loge's Flame,Trap Card,"While you control a ""Valkyrie"" monster, monsters your opponent controls with 2000 or less ATK cannot attack. If this card in your possession is destroyed by an opponent's card effect: You can Special Summon 1 Level 5 or higher ""Valkyrie"" monster from your hand or Deck.",Continuous,Valkyrie,https://images.ygoprodeck.com/images/cards/18478530.jpg,23256
6255,Lone Wolf,Trap Card,"Activate only if the 1 and only monster on your side of the field is ""Chu-Ske the Mouse Fighter"", ""Monk Fighter"", or ""Master Monk"". That monster cannot be destroyed as a result of battle, and is unaffected by any of your opponent's monster effects.",Continuous,,https://images.ygoprodeck.com/images/cards/82452993.jpg,31729
6259,Loop of Destruction,Trap Card,"This card's name becomes ""Ring of Destruction"" while on the field. Once per turn, if a monster(s) on the field is destroyed by a card effect (except during the Damage Step): You can target 1 monster on the field; destroy it, and if you do, each player takes 500 damage.",Continuous,,https://images.ygoprodeck.com/images/cards/7852509.jpg,27585
6270,Lose 1 Turn,Trap Card,"Activate this card only if you currently control no Special Summoned monsters. While a monster is face-up on the field, negate its effects during the turn that monster was Special Summoned. If an Effect Monster(s) is Special Summoned in Attack Position: Change it to Defense Position.",Continuous,,https://images.ygoprodeck.com/images/cards/24348804.jpg,200437
6271,Loss Time,Trap Card,"If your opponent's LP is 4000 or higher, your LP become 1000 less than theirs. You can only activate 1 ""Loss Time"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/72453068.jpg,6561
6274,Lost Wind,Trap Card,"Target 1 face-up Special Summoned monster on the field; negate its effects, also its original ATK is halved. If a monster is Special Summoned from your opponent's Extra Deck, while this card is in your GY (except during the Damage Step): You can Set this card, but banish it when it leaves the field.",Normal,,https://images.ygoprodeck.com/images/cards/74003290.jpg,636282
6283,Lucky Chance,Trap Card,"Once per Chain, if a monster effect is activated that tosses a coin once: Call heads or tails. If your call matches the coin toss for that monster effect, draw 1 card immediately after that effect resolves.",Continuous,,https://images.ygoprodeck.com/images/cards/96012004.jpg,38365
6288,Lucky Punch,Trap Card,"Once per turn, when an opponent's monster declares an attack: You can toss a coin 3 times. If the result is 3 heads, draw 3 cards, but if the result is 3 tails, destroy this card. If this face-up card on the field is destroyed: You lose 6000 Life Points.",Continuous,,https://images.ygoprodeck.com/images/cards/36378044.jpg,33579
6291,Lumenize,Trap Card,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and 1 face-up LIGHT monster you control gains ATK equal to that target's ATK, until your next End Phase.",Normal,,https://images.ygoprodeck.com/images/cards/57115864.jpg,27363
6309,Lunalight Reincarnation Dance,Trap Card,"If a monster(s) you control is destroyed by battle or card effect: Add up to 2 ""Lunalight"" monsters from your Deck to your hand. You can only activate 1 ""Lunalight Reincarnation Dance"" per turn.",Normal,Lunalight,https://images.ygoprodeck.com/images/cards/11193246.jpg,37507
